Accept,Accept-Charset,Accept-Language,Alexatoolbar-Alx-Ns-Ph,Cache-Control,Content_Length,Cookie,Distraction_D1_V1_ended,Distraction_D1_V1_paused_1,Distraction_D1_V1_play_1,Distraction_D1_V1_play_2,Distraction_D1_V1_play_3,Distraction_D1_V1_play_4,Distraction_D1_V1_quality_1,Distraction_D1_V1_quality_2,Distraction_D1_V1_quality_3,Distraction_D1_V1_quality_4,Distraction_D1_V1_targetId,Distraction_D1_V1_videoId,Distraction_D1_V2_ended,Distraction_D1_V2_paused_1,Distraction_D1_V2_play_1,Distraction_D1_V2_play_2,Distraction_D1_V2_quality_1,Distraction_D1_V2_quality_2,Distraction_D1_V2_targetId,Distraction_D1_V2_videoId,Distraction_D1_enterState_startVideo0,Distraction_D1_enterState_videoSuccess0,Distraction_D1_enterState_videoSuccess1,Distraction_D1_response,Distraction_D1_trialEndTime,Distraction_D1_trialIndex,Distraction_D1_trialStartTime,Dnt,From,Host,Pragma,Referer,Save-Data,Sec-Fetch-Dest,Sec-Fetch-Site,Sec-Fetch-User,Sec-Origin-Policy,Study_S-1_V1_ended,Study_S-1_V1_paused_1,Study_S-1_V1_paused_2,Study_S-1_V1_paused_3,Study_S-1_V1_play_1,Study_S-1_V1_play_10,Study_S-1_V1_play_11,Study_S-1_V1_play_12,Study_S-1_V1_play_13,Study_S-1_V1_play_14,Study_S-1_V1_play_15,Study_S-1_V1_play_16,Study_S-1_V1_play_17,Study_S-1_V1_play_18,Study_S-1_V1_play_19,Study_S-1_V1_play_2,Study_S-1_V1_play_20,Study_S-1_V1_play_21,Study_S-1_V1_play_22,Study_S-1_V1_play_23,Study_S-1_V1_play_24,Study_S-1_V1_play_25,Study_S-1_V1_play_26,Study_S-1_V1_play_27,Study_S-1_V1_play_28,Study_S-1_V1_play_29,Study_S-1_V1_play_3,Study_S-1_V1_play_30,Study_S-1_V1_play_31,Study_S-1_V1_play_32,Study_S-1_V1_play_33,Study_S-1_V1_play_34,Study_S-1_V1_play_35,Study_S-1_V1_play_36,Study_S-1_V1_play_37,Study_S-1_V1_play_38,Study_S-1_V1_play_39,Study_S-1_V1_play_4,Study_S-1_V1_play_40,Study_S-1_V1_play_41,Study_S-1_V1_play_42,Study_S-1_V1_play_43,Study_S-1_V1_play_44,Study_S-1_V1_play_45,Study_S-1_V1_play_46,Study_S-1_V1_play_47,Study_S-1_V1_play_48,Study_S-1_V1_play_49,Study_S-1_V1_play_5,Study_S-1_V1_play_50,Study_S-1_V1_play_51,Study_S-1_V1_play_52,Study_S-1_V1_play_53,Study_S-1_V1_play_54,Study_S-1_V1_play_55,Study_S-1_V1_play_56,Study_S-1_V1_play_57,Study_S-1_V1_play_58,Study_S-1_V1_play_59,Study_S-1_V1_play_6,Study_S-1_V1_play_60,Study_S-1_V1_play_61,Study_S-1_V1_play_62,Study_S-1_V1_play_63,Study_S-1_V1_play_64,Study_S-1_V1_play_65,Study_S-1_V1_play_66,Study_S-1_V1_play_67,Study_S-1_V1_play_68,Study_S-1_V1_play_69,Study_S-1_V1_play_7,Study_S-1_V1_play_70,Study_S-1_V1_play_71,Study_S-1_V1_play_72,Study_S-1_V1_play_73,Study_S-1_V1_play_74,Study_S-1_V1_play_8,Study_S-1_V1_play_9,Study_S-1_V1_quality_1,Study_S-1_V1_quality_10,Study_S-1_V1_quality_11,Study_S-1_V1_quality_12,Study_S-1_V1_quality_13,Study_S-1_V1_quality_14,Study_S-1_V1_quality_15,Study_S-1_V1_quality_16,Study_S-1_V1_quality_17,Study_S-1_V1_quality_18,Study_S-1_V1_quality_19,Study_S-1_V1_quality_2,Study_S-1_V1_quality_20,Study_S-1_V1_quality_21,Study_S-1_V1_quality_22,Study_S-1_V1_quality_23,Study_S-1_V1_quality_24,Study_S-1_V1_quality_25,Study_S-1_V1_quality_26,Study_S-1_V1_quality_27,Study_S-1_V1_quality_28,Study_S-1_V1_quality_29,Study_S-1_V1_quality_3,Study_S-1_V1_quality_30,Study_S-1_V1_quality_31,Study_S-1_V1_quality_32,Study_S-1_V1_quality_33,Study_S-1_V1_quality_34,Study_S-1_V1_quality_35,Study_S-1_V1_quality_36,Study_S-1_V1_quality_37,Study_S-1_V1_quality_38,Study_S-1_V1_quality_39,Study_S-1_V1_quality_4,Study_S-1_V1_quality_40,Study_S-1_V1_quality_41,Study_S-1_V1_quality_42,Study_S-1_V1_quality_43,Study_S-1_V1_quality_44,Study_S-1_V1_quality_45,Study_S-1_V1_quality_46,Study_S-1_V1_quality_47,Study_S-1_V1_quality_48,Study_S-1_V1_quality_49,Study_S-1_V1_quality_5,Study_S-1_V1_quality_50,Study_S-1_V1_quality_51,Study_S-1_V1_quality_52,Study_S-1_V1_quality_53,Study_S-1_V1_quality_54,Study_S-1_V1_quality_55,Study_S-1_V1_quality_56,Study_S-1_V1_quality_57,Study_S-1_V1_quality_58,Study_S-1_V1_quality_59,Study_S-1_V1_quality_6,Study_S-1_V1_quality_60,Study_S-1_V1_quality_61,Study_S-1_V1_quality_62,Study_S-1_V1_quality_63,Study_S-1_V1_quality_64,Study_S-1_V1_quality_65,Study_S-1_V1_quality_66,Study_S-1_V1_quality_67,Study_S-1_V1_quality_68,Study_S-1_V1_quality_69,Study_S-1_V1_quality_7,Study_S-1_V1_quality_70,Study_S-1_V1_quality_71,Study_S-1_V1_quality_72,Study_S-1_V1_quality_73,Study_S-1_V1_quality_74,Study_S-1_V1_quality_8,Study_S-1_V1_quality_9,Study_S-1_V1_targetId,Study_S-1_V1_videoId,Study_S-1_enterState_readyVideo,Study_S-1_enterState_startVideo,Study_S-1_enterState_videoSuccess,Study_S-1_trialEndTime,Study_S-1_trialIndex,Study_S-1_trialStartTime,Test_T1_enterState_startLineup,Test_T1_lineupOrder,Test_T1_lineupSize,Test_T1_originalIdentification,Test_T1_selectionOrder,Test_T1_selectionTime,Test_T1_target,Test_T1_trialEndTime,Test_T1_trialIndex,Test_T1_trialStartTime,Ua-Cpu,Upgrade-Insecure-Requests,User-Agent,Via,X-Appengine-City,X-Appengine-Citylatlong,X-Appengine-Country,X-Appengine-Region,X-Bluecoat-Via,X-Chrome-Offline,X-Cloud-Trace-Context,X-Forwarded-For,X-P2P-Peerdist,X-P2P-Peerdistex,X-Purpose,X-Requested-With,a,batch,cond,condition,config,consent_endTime_1,consent_endTime_2,consent_endTime_3,consent_endTime_4,consent_endTime_5,consent_endTime_6,consent_endTime_7,consent_startTime_1,consent_startTime_2,consent_startTime_3,consent_startTime_4,consent_startTime_5,consent_startTime_6,consent_startTime_7,date,demographics_age,demographics_country,demographics_endTime_1,demographics_gender,demographics_q1,demographics_q2,demographics_q3,demographics_startTime_1,exp,experimentEndTime,experimentStartTime,followUp_clarity,followUp_comments,followUp_difficulty,followUp_endTime_1,followUp_q1,followUp_q2,followUp_q3,followUp_startTime_1,mtAssignmentId,mtHitId,mtWorkerId,screenAvailHeight,screenAvailWidth,src,uid,verification_endTime_1,verification_endTime_2,verification_endTime_3,verification_endTime_4,verification_endTime_5,verification_endTime_6,verification_endTime_7,verification_startTime_1,verification_startTime_2,verification_startTime_3,verification_startTime_4,verification_startTime_5,verification_startTime_6,verification_startTime_7,videoCheck_endTime_1,videoCheck_q1,videoCheck_q2,videoCheck_q3,videoCheck_startTime_1,windowHeight,windowWidth
"text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8",,en-US,,,,,173706,,162237,,,,large,,,,M164,Pk2rVwtqFIY,184424,,177579,,large,,M077,LI2NvEN7114,157968,173710,184430,4,242217,0,142930,,,test-project-237011.appspot.com,,https://www.mturkcontent.com/dynamic/hit?assignmentId=3TMFV4NEPBU012AMQJQLWV49PVZ8WY&hitId=3LOJFQ4BOZUJ1DE2SADW5TTRLSDDKJ&workerId=A1BUFAQDX5XRSK&turkSubmitTo=https%3A%2F%2Fwww.mturk.com,,,,,,124057,,,,107941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F68,amyY2Gck-8I,105063,102337,124061,124293,0,71601,253403,F50:F68,2,F68,F68:F50,268782,F68,268786,0,242217,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",,princeton,"37.366229,-81.102592",US,wv,,,b3ad7495e4492b2c7de2b57d59196fb0/3871259171488538994,,,,,,kr-ecabdcce2838115154457709b4fd635b,,,2,,9456,,,,,,,1839,,,,,,,2019-04-11 12:19:19.663594,66,USA,71264,female,,,,37915,uoa-acep-blomar-1.0,284021,1554985161725,1,,1,283675,,,,270586,,,,832,1536,,4503816992980992,36538,,,,,,,10733,,,,,,,142590,5,3,2,126229,745,1536
"text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3",,"en-US,en;q=0.9",,,,,170988,,164190,,,,hd1080,,,,M077,LI2NvEN7114,189707,,172956,,hd1080,,M049,zYz67-daobg,162538,170991,189712,3,200843,0,158984,1,,test-project-237011.appspot.com,,https://www.mturkcontent.com/dynamic/hit?assignmentId=3I7DHKZYGQGF3Y5P2W9IGN8IS145FP&hitId=3LOJFQ4BOZUJ1DE2SADW5TTRLSDDKJ&workerId=A2HHSS15OIDP46&turkSubmitTo=https%3A%2F%2Fwww.mturk.com,,,,,,142233,,,,125830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F68,amyY2Gck-8I,124390,123513,142235,142271,0,105591,206134,F134:F147:F68,3,F147,F147:F134,211010,F68,211020,0,200843,,1,"Mozilla/5.0 (Linux; Android 9; SM-N960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36",,bethlehem,"40.625932,-75.370458",US,pa,,,0c5319699ae4e20a01a62e5b034313af/1926548977670196981,,,,,,kr-ecabdcce2838115154457709b4fd635b,,,3,,5746,,,,,,,553,,,,,,,2019-04-11 11:43:36.736661,45,USA,105307,female,,,,27511,uoa-acep-blomar-1.0,228542,1554983016863,1, No,2,228248,,,,211547,,,,846,412,,4506712539136000,27423,,,,,,,5835,,,,,,,158673,5,3,2,142815,718,412
"text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3",,"en-US,en;q=0.9",,,,,158769,,151933,,,,large,,,,M077,LI2NvEN7114,170869,,160387,,large,,M048,I1q9-R4xaJ0,148959,158770,170872,8,180315,0,131894,1,,test-project-237011.appspot.com,,https://www.mturkcontent.com/dynamic/hit?assignmentId=3KIBXJ1WD8ACRU3L8MWE560EHSGOK5&hitId=3LOJFQ4BOZUJ1DE2SADW5TTRLSDDKJ&workerId=A1GD7ISOXO1XFZ&turkSubmitTo=https%3A%2F%2Fwww.mturk.com,,,,,,113205,,,,96863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F68,amyY2Gck-8I,94809,93923,113206,113206,0,59289,190927,F176:F88:F68,3,F68,F68:F176,211615,F68,211617,0,180315,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36",,brevard,"35.233447,-82.734292",US,nc,,,7776fb2b9526f0fbc36cc1617d774c3f/5266544438227579394,,,,,,kr-ecabdcce2838115154457709b4fd635b,,,8,,17979,,,,,,,532,,,,,,,2019-04-11 10:59:21.074746,64,USA,58991,male,,,,41168,uoa-acep-blomar-1.0,238889,1554980360247,1,No comments.,3,238585,,,,212140,,,,824,1536,,4510417216864256,41091,,,,,,,18039,,,,,,,131598,5,3,2,113726,722,1536
"text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8",,"en-US,en;q=0.5",,,,,161502,,151060,,,,large,,,,M048,I1q9-R4xaJ0,172389,,162976,,large,,M118,Rr0Eom3ADZk,149671,161507,172395,5,194905,0,131948,1,,test-project-237011.appspot.com,,,,,,,,101829,,,,85538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F68,amyY2Gck-8I,84474,83587,101832,101879,0,48612,206864,F50:F68:F177:F34:F176:F88,6,F68,F68:F50,239027,F68,239038,0,194905,,1,Mozilla/5.0 (Windows NT 6.1; rv:60.0) Gecko/20100101 Firefox/60.0,,richmond,"29.582181,-95.760783",US,tx,,,ae33e98f4210708fcf205cee104e89fc/16234052554178851574,,,,,,kr-ecabdcce2838115154457709b4fd635b,,,6,,5283,,,,,,,531,,,,,,,2019-04-10 14:46:07.037523,28,USA,48296,female,,,,33765,uoa-acep-blomar-1.0,256186,1554907410306,2,,3,255865,,,,239546,,,,984,1280,,4511341775683584,32424,,,,,,,6557,,,,,,,131626,5,3,2,102375,881,900
"text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3",,"en-US,en;q=0.9,ne;q=0.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test-project-237011.appspot.com,,https://www.mturkcontent.com/dynamic/hit?assignmentId=3J88R45B2JE0WUETM5OIK0D6N6TPXE&hitId=3LOJFQ4BOZUJ1DE2SADW5TTRLSDDKJ&workerId=A3HH7T31PFH49C&turkSubmitTo=https%3A%2F%2Fwww.mturk.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",,egg harbor township,"39.382254,-74.616619",US,nj,,,315980cb7c1dcb61ad6449c0ad9f8317/4070509895577070747;o=1,,,,,,kr-ecabdcce2838115154457709b4fd635b,,,5,,,,,,,,,,,,,,,,2019-04-11 12:10:56.267568,,,,,,,,,uoa-acep-blomar-1.0,,1554984661653,,,,,,,,,,,,728,1366,,4511663629795328,,,,,,,,,,,,,,,,,,,,657,1366
"text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3",,"en-US,en;q=0.9,ja;q=0.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,test-project-237011.appspot.com,,https://www.mturkcontent.com/dynamic/hit?assignmentId=3X73LLYYQ4U37J211MT4DPKHZ1EHNM&hitId=3LOJFQ4BOZUJ1DE2SADW5TTRLSDDKJ&workerId=A29VL3MZE7YPBZ&turkSubmitTo=https%3A%2F%2Fwww.mturk.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36",,lafayette,"36.521162,-86.026373",US,tn,,,b49fa8c42755622cf46fa3623d9e0207/17457635152845988508,,,,,,kr-ecabdcce2838115154457709b4fd635b,,,8,,,,,,,,,,,,,,,,2019-04-11 11:41:51.139015,,,,,,,,,uoa-acep-blomar-1.0,,1554982899556,,,,,,,,,,,,860,1600,,4512929974059008,,,,,,,,,,,,,,,,,,,,789,1600
"text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8",,"en-US,en;q=0.9",,,,,300966,,290398,,,,hd1080,,,,M048,I1q9-R4xaJ0,317975,,307391,,hd1080,,M086,yipmIY2O0A8,283971,300971,317984,7,331913,0,251867,,,test-project-237011.appspot.com,,https://www.mturkcontent.com/dynamic/hit?assignmentId=32AT8R96GOP5SI0Q9HHPVYJDG9TSUH&hitId=3LOJFQ4BOZUJ1DE2SADW5TTRLSDDKJ&workerId=A245ULD0JMXA1A&turkSubmitTo=https%3A%2F%2Fwww.mturk.com,,,,,,227961,,,,211528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hd720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F68,amyY2Gck-8I,209647,208279,227964,228028,0,146160,343243,F176:F68:F177,3,F68,F68:F176,364558,F68,364565,0,331913,,1,"Mozilla/5.0 (Linux; Android 7.0; SM-N920P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",,blackshear,"31.306051,-82.242066",US,ga,,,35cea1b26ad4131e4bb906921d379fb6/289843365506630843;o=1,,,,,,kr-ecabdcce2838115154457709b4fd635b,,,3,,65280,,,,,,,590,,,,,,,2019-04-11 12:35:39.582856,29,USA,145787,female,,,,87473,uoa-acep-blomar-1.0,390223,1554986140137,1,No,2,389900,,,,366610,,,,732,412,,4514988605571072,85692,,,,,,,65670,,,,,,,251541,5,3,2,231639,652,412
"text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3",,"en-US,en;q=0.9",,,,,177644,,170803,,,,large,,,,M077,LI2NvEN7114,189532,,179037,,large,,M048,I1q9-R4xaJ0,169003,177645,189534,3,203028,0,153876,,,test-project-237011.appspot.com,,https://www.mturkcontent.com/dynamic/hit?assignmentId=3NJM2BJS4ZMCTW3YV9SV6NSWLDOPC8&hitId=3SZYX62S5IF02LSPUA643C0D2P157F&workerId=A2OROMUVBD1NVC&turkSubmitTo=https%3A%2F%2Fwww.mturk.com,,,,,,142424,,,,126127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F68,amyY2Gck-8I,125012,124492,142426,142426,0,86585,211908,F88:F68,2,F68,F68:F88,224106,F68,224107,0,203028,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36",,allentown,"40.602294,-75.471410",US,pa,,,5bb6a8f3330f073ddab4ec90319d2208/11958627807409336675,,,,,,kr-ecabdcce2838115154457709b4fd635b,,,2,,4514,,,,,,,850,,,,,,,2019-04-10 14:27:14.438203,54,USA,86289,female,,,,28176,uoa-acep-blomar-1.0,241197,1554906437735,1,NO,1,240975,,,,225281,,,,860,1600,,4517874823593984,27626,,,,,,,4619,,,,,,,153614,5,3,2,142956,757,1600
"text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3",,"en-US,en;q=0.9",,,,,191774,,182318,,,,large,,,,M118,Rr0Eom3ADZk,201666,,194784,,large,,M077,LI2NvEN7114,178676,191779,201679,8,212601,0,167663,,,test-project-237011.appspot.com,,https://www.mturkcontent.com/dynamic/hit?assignmentId=3J88R45B2JE0WUETM5OIK0D6N61PXM&hitId=3LOJFQ4BOZUJ1DE2SADW5TTRLSDDKJ&workerId=A2TDGWWPX6IMIZ&turkSubmitTo=https%3A%2F%2Fwww.mturk.com,,,,,,146135,,,,129743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F68,amyY2Gck-8I,128524,126122,146136,146138,0,101659,217972,F68:F147:F50:F34:F88,5,F147,F147:F68,236172,F68,236185,0,212602,,1,"Mozilla/5.0 (X11; CrOS x86_64 11647.104.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.88 Safari/537.36",,byram,"32.179316,-90.245367",US,ms,,,c61ee08933b69a3bb42b6b3fe4f7923d/6567214586436058386,,,,,,kr-ecabdcce2838115154457709b4fd635b,,,5,,9397,,,,,,,730,,,,,,,2019-04-11 12:01:10.141847,64,USA,101337,male,,,,79303,uoa-acep-blomar-1.0,244923,1554984073260,1,,4,244607,,,,236708,,,,675,1300,,4519949158580224,79137,,,,,,,9460,,,,,,,167353,5,3,2,146720,600,1300
"text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3",,"en-US,en;q=0.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,test-project-237011.appspot.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36",,meriden,"41.538153,-72.807043",US,ct,,,872168ddfa57e27e96e6f69081c7612f/517356733481051678,,,,,,kr-ecabdcce2838115154457709b4fd635b,,,4,,,,,,,,,,,,,,,,2019-04-10 14:57:09.720135,,,,,,,,,uoa-acep-blomar-1.0,,1554908228900,,,,,,,,,,,,860,1600,,4520339128188928,,,,,,,,,,,,,,,,,,,,727,792
